url,title,release_time,agency,naver
http://sports.khan.co.kr/news/sk_index.html?art_id=202005010000003&sec_id=540201&pt=nv,‘이십세기’ 오늘도 터진 김민아 입담 “구설 시달릴까봐 이수만과도 거리 둬”,2020.05.01,스포츠경향,네이버뉴스
http://www.newsinside.kr/news/articleView.html?idxno=1073376,"&#39;맛남의 광장&#39; 소유 등장, 백종원과 2년 만에 투샷…&quot;선생님 음식 먹어보고파&quot;",2020.05.01,뉴스인사이드,None
http://www.joynews24.com/view/1262009,"&#39;맛남의 광장&#39; 백종원, 소유 배려에 감동 &quot;운전해주겠다는 사람 처음&quot;",2020.05.01,조이뉴스24,None
http://www.upkorea.net/news/articleView.html?idxno=732452,김희철 &quot;내가 찍은 셀카..#셀카왕&quot;...예성과 다정하게 한 컷,2020.05.01,업코리아,None
http://www.newsinside.kr/news/articleView.html?idxno=1073377,"&#39;맛남의 광장&#39; 에이프릴 나은, MT에서 썸 타는 꿀팁 공개…&quot;45도 위치·대각선&quot;",2020.05.01,뉴스인사이드,None
http://www.siminilbo.co.kr/news/newsview.php?ncode=1065540576655209,&#39;라이머♥&#39; 안현모 &quot;#우주대스타 와 함께하는 #77억의사랑&quot;,2020.05.01,시민일보,None
https://news.chosun.com/site/data/html_dir/2020/04/30/2020043002049.html?utm_source=naver&utm_medium=original&utm_campaign=news,[부음] 원로 미술평론가 이구열 별세 외,2020.05.01,조선일보,네이버뉴스
http://www.viva100.com/main/view.php?key=20200501010000002,김민아 &quot;구설수 시달릴까봐 이수만과도 거리 둬&quot;,2020.05.01,브릿지경제,None
https://www.news1.kr/articles/?3922844,"[RE:TV] &#39;맛남의 광장&#39; 농벤져스, 선한 영향력→기부까지…뉴스 데뷔 비하인드 공개",2020.05.01,뉴스1,네이버뉴스
https://www.newsen.com/news_view.php?uid=202005010526421710,강원래 “아내 김송 대신 채리나 룰라 멤버로 소개해” 이십세기 [결정적장면],2020.05.01,뉴스엔,네이버뉴스
https://www.newsen.com/news_view.php?uid=202005010528171710,소유 서핑 영상에 김희철 “톰 크루즈 급으로 잘 탄다” 맛남 [결정적장면],2020.05.01,뉴스엔,네이버뉴스
https://www.newsen.com/news_view.php?uid=202005010529411710,"맛남 농벤져스 광고료 전액 기부, 백종원 “회식자리서 제안” 훈훈 [어제TV]",2020.05.01,뉴스엔,네이버뉴스
https://www.newsen.com/news_view.php?uid=202005010527311710,구준엽 “과거로 하루 돌아간다면 클론 강원래 사고 막고파” 힛트쏭 [어제TV],2020.05.01,뉴스엔,네이버뉴스
https://www.newsen.com/news_view.php?uid=202005010526421710,강원래 “아내 김송 대신 채리나 룰라 멤버로 소개해” 이십세기 [결정적장면],2020.05.01,뉴스엔,네이버뉴스
http://biz.heraldcorp.com/view.php?ud=202005010004425441190_1,[어게인TV]&#39;맛남의 광장&#39; 농벤져스 광고촬영 전액 기부 &#39;뉴스탔다&#39; &quot;선한 영향력~&quot;,2020.05.01,헤럴드POP,네이버뉴스
http://tvdaily.asiae.co.kr/read.php3?aid=15882822001538243019,&quot;기부는 대결이 아냐&quot;…&#39;맛남의 광장&#39;이 전한 진심 [TV온에어],2020.05.01,티브이데일리,None
http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202005010042302294&ext=na,"&#39;맛남의광장&#39; 김희철, 소유 등장에 &quot;아 뭐야&quot; 실망",2020.05.01,마이데일리,네이버뉴스
